,Origen,Destino,Tipo,Distancia
0,Aparcamiento disuasorio Aviación Española,224 - Caramuel,Disuasorio,6779.868246080813
1,Aparcamiento disuasorio Aviación Española,224 - Caramuel,Publicos Municipales,6779.868246080813
2,Aparcamiento disuasorio Estadio Metropolitano Sur ES-02b,215 - Gutierre de Cetina,Disuasorio,4728.940914542815
3,Aparcamiento disuasorio Estadio Metropolitano Sur ES-02b,215 - Gutierre de Cetina,Publicos Municipales,4728.940914542815
4,Aparcamiento disuasorio Fuente de la Mora,249 - Manuel Caldeiro,Disuasorio,2389.581535310049
5,Aparcamiento disuasorio Fuente de la Mora,249 - Manuel Caldeiro,Publicos Municipales,2389.581535310049
6,Aparcamiento disuasorio Islazul,212 - Marqués de Vadillo,Disuasorio,4379.834910372644
7,Aparcamiento disuasorio Islazul,212 - Marqués de Vadillo,Publicos Municipales,4379.834910372644
8,Aparcamiento disuasorio Pitis,217 - Pedro Rico,Disuasorio,4564.711799116754
9,Aparcamiento disuasorio Pitis,217 - Pedro Rico,Publicos Municipales,4564.711799116754
10,Aparcamiento mixto. Arquitecto Ribera,54 - Barceló,Disuasorio,89.87142547884677
11,Aparcamiento mixto. Arquitecto Ribera,54 - Barceló,Publicos Municipales,89.87142547884677
12,Aparcamiento mixto. Arquitecto Ribera,54 - Barceló,Publicos Municipales,89.87142547884677
13,Aparcamiento mixto. Arquitecto Ribera,54 - Barceló,Residentes,89.87142547884677
14,Aparcamiento mixto. Avenida de América (intercambiador),195 - Avenida de América 1,Disuasorio,137.35374981376054
15,Aparcamiento mixto. Avenida de América (intercambiador),195 - Avenida de América 1,Publicos Municipales,137.35374981376054
16,Aparcamiento mixto. Avenida de América (intercambiador),195 - Avenida de América 1,Publicos Municipales,137.35374981376054
17,Aparcamiento mixto. Avenida de América (intercambiador),195 - Avenida de América 1,Residentes,137.35374981376054
18,Aparcamiento mixto. Avenida de Portugal,224 - Caramuel,Disuasorio,1061.925264588354
19,Aparcamiento mixto. Avenida de Portugal,224 - Caramuel,Publicos Municipales,1061.925264588354
20,Aparcamiento mixto. Avenida de Portugal,224 - Caramuel,Publicos Municipales,1061.925264588354
21,Aparcamiento mixto. Avenida de Portugal,224 - Caramuel,Residentes,1061.925264588354
22,Aparcamiento mixto. Brasil,238 - San Germán 5,Disuasorio,133.5315619816952
23,Aparcamiento mixto. Brasil,238 - San Germán 5,Publicos Municipales,133.5315619816952
24,Aparcamiento mixto. Brasil,238 - San Germán 5,Publicos Municipales,133.5315619816952
25,Aparcamiento mixto. Brasil,238 - San Germán 5,Residentes,133.5315619816952
26,Aparcamiento mixto. Casino de la Reina,48 - Embajadores 2,Disuasorio,293.2648402471429
27,Aparcamiento mixto. Casino de la Reina,48 - Embajadores 2,Publicos Municipales,293.2648402471429
28,Aparcamiento mixto. Casino de la Reina,48 - Embajadores 2,Publicos Municipales,293.2648402471429
29,Aparcamiento mixto. Casino de la Reina,48 - Embajadores 2,Residentes,293.2648402471429
30,Aparcamiento mixto. Condesa de Gavia,204 - Cuatro Caminos 2,Disuasorio,315.64108082868614
31,Aparcamiento mixto. Condesa de Gavia,204 - Cuatro Caminos 2,Publicos Municipales,315.64108082868614
32,Aparcamiento mixto. Condesa de Gavia,204 - Cuatro Caminos 2,Publicos Municipales,315.64108082868614
33,Aparcamiento mixto. Condesa de Gavia,204 - Cuatro Caminos 2,Residentes,315.64108082868614
34,Aparcamiento mixto. Corona Boreal,261 - Facultad Derecho,Disuasorio,6059.666372158253
35,Aparcamiento mixto. Corona Boreal,261 - Facultad Derecho,Publicos Municipales,6059.666372158253
36,Aparcamiento mixto. Corona Boreal,261 - Facultad Derecho,Residentes,6059.666372158253
37,Aparcamiento mixto. Daoíz y Velarde,79 - Puerta de Granada,Disuasorio,352.6807369908137
38,Aparcamiento mixto. Daoíz y Velarde,79 - Puerta de Granada,Publicos Municipales,352.6807369908137
39,Aparcamiento mixto. Daoíz y Velarde,79 - Puerta de Granada,Publicos Municipales,352.6807369908137
40,Aparcamiento mixto. Daoíz y Velarde,79 - Puerta de Granada,Residentes,352.6807369908137
41,Aparcamiento mixto. Díaz Porlier,191 - Diego de león,Disuasorio,194.3836362239682
42,Aparcamiento mixto. Díaz Porlier,191 - Diego de león,Publicos Municipales,194.3836362239682
43,Aparcamiento mixto. Díaz Porlier,191 - Diego de león,Publicos Municipales,194.3836362239682
44,Aparcamiento mixto. Díaz Porlier,191 - Diego de león,Residentes,194.3836362239682
45,Aparcamiento mixto. Encuentro,220 - Plaza del Encuentro,Disuasorio,100.64297975836168
46,Aparcamiento mixto. Encuentro,220 - Plaza del Encuentro,Publicos Municipales,100.64297975836168
47,Aparcamiento mixto. Encuentro,220 - Plaza del Encuentro,Publicos Municipales,100.64297975836168
48,Aparcamiento mixto. Encuentro,220 - Plaza del Encuentro,Residentes,100.64297975836168
49,Aparcamiento mixto. Felipe II,100 - Palacio de Deportes,Disuasorio,76.91802452196796
50,Aparcamiento mixto. Felipe II,100 - Palacio de Deportes,Publicos Municipales,76.91802452196796
51,Aparcamiento mixto. Felipe II,100 - Palacio de Deportes,Publicos Municipales,76.91802452196796
52,Aparcamiento mixto. Felipe II,100 - Palacio de Deportes,Residentes,76.91802452196796
53,Aparcamiento mixto. Fernández Shaw,77 - Conde de Casal,Disuasorio,131.82730250218097
54,Aparcamiento mixto. Fernández Shaw,77 - Conde de Casal,Publicos Municipales,131.82730250218097
55,Aparcamiento mixto. Fernández Shaw,77 - Conde de Casal,Residentes,131.82730250218097
56,Aparcamiento mixto. Fuencarral,4 - Malasaña,Disuasorio,106.7196861636779
57,Aparcamiento mixto. Fuencarral,4 - Malasaña,Publicos Municipales,106.7196861636779
58,Aparcamiento mixto. Fuencarral,4 - Malasaña,Publicos Municipales,106.7196861636779
59,Aparcamiento mixto. Fuencarral,4 - Malasaña,Residentes,106.7196861636779
60,Aparcamiento mixto. Hernani,204 - Cuatro Caminos 2,Disuasorio,118.47878746490018
61,Aparcamiento mixto. Hernani,204 - Cuatro Caminos 2,Publicos Municipales,118.47878746490018
62,Aparcamiento mixto. Hernani,204 - Cuatro Caminos 2,Publicos Municipales,118.47878746490018
63,Aparcamiento mixto. Hernani,204 - Cuatro Caminos 2,Residentes,118.47878746490018
64,Aparcamiento mixto. Jacinto Benavente,34 - Jacinto Benavente,Disuasorio,48.07651262386473
65,Aparcamiento mixto. Jacinto Benavente,34 - Jacinto Benavente,Publicos Municipales,48.07651262386473
66,Aparcamiento mixto. Jacinto Benavente,34 - Jacinto Benavente,Publicos Municipales,48.07651262386473
67,Aparcamiento mixto. Jacinto Benavente,34 - Jacinto Benavente,Residentes,48.07651262386473
68,Aparcamiento mixto. José Castán Tobeñas,209 - Plaza de Castilla 2,Disuasorio,345.9906523141357
69,Aparcamiento mixto. José Castán Tobeñas,209 - Plaza de Castilla 2,Publicos Municipales,345.9906523141357
70,Aparcamiento mixto. José Castán Tobeñas,209 - Plaza de Castilla 2,Publicos Municipales,345.9906523141357
71,Aparcamiento mixto. José Castán Tobeñas,209 - Plaza de Castilla 2,Residentes,345.9906523141357
72,Aparcamiento mixto. Marqués de Salamanca,186 - General Pardiñas,Disuasorio,188.6823115422825
73,Aparcamiento mixto. Marqués de Salamanca,186 - General Pardiñas,Publicos Municipales,188.6823115422825
74,Aparcamiento mixto. Marqués de Salamanca,186 - General Pardiñas,Publicos Municipales,188.6823115422825
75,Aparcamiento mixto. Marqués de Salamanca,186 - General Pardiñas,Residentes,188.6823115422825
76,Aparcamiento mixto. Miguel Yuste,215 - Gutierre de Cetina,Disuasorio,2128.1924435183987
77,Aparcamiento mixto. Miguel Yuste,215 - Gutierre de Cetina,Publicos Municipales,2128.1924435183987
78,Aparcamiento mixto. Miguel Yuste,215 - Gutierre de Cetina,Publicos Municipales,2128.1924435183987
79,Aparcamiento mixto. Miguel Yuste,215 - Gutierre de Cetina,Residentes,2128.1924435183987
80,Aparcamiento mixto. Montalbán,65 - Antonio Maura,Disuasorio,241.89719765175903
81,Aparcamiento mixto. Montalbán,65 - Antonio Maura,Publicos Municipales,241.89719765175903
82,Aparcamiento mixto. Montalbán,65 - Antonio Maura,Publicos Municipales,241.89719765175903
83,Aparcamiento mixto. Montalbán,65 - Antonio Maura,Residentes,241.89719765175903
84,Aparcamiento mixto. Orense,206 - Metro Tetuán,Disuasorio,327.89920866899485
85,Aparcamiento mixto. Orense,206 - Metro Tetuán,Publicos Municipales,327.89920866899485
86,Aparcamiento mixto. Orense,206 - Metro Tetuán,Publicos Municipales,327.89920866899485
87,Aparcamiento mixto. Orense,206 - Metro Tetuán,Residentes,327.89920866899485
88,Aparcamiento mixto. Pedro Zerolo 'antes denominado Vázquez de Mella',18 - Plaza de Pedro Zerolo,Disuasorio,34.251344331048735
89,Aparcamiento mixto. Pedro Zerolo 'antes denominado Vázquez de Mella',18 - Plaza de Pedro Zerolo,Publicos Municipales,34.251344331048735
90,Aparcamiento mixto. Pedro Zerolo 'antes denominado Vázquez de Mella',18 - Plaza de Pedro Zerolo,Publicos Municipales,34.251344331048735
91,Aparcamiento mixto. Pedro Zerolo 'antes denominado Vázquez de Mella',18 - Plaza de Pedro Zerolo,Residentes,34.251344331048735
92,Aparcamiento mixto. Plaza de Oriente,36 - Plaza Ramales,Disuasorio,95.04977562880008
93,Aparcamiento mixto. Plaza de Oriente,36 - Plaza Ramales,Publicos Municipales,95.04977562880008
94,Aparcamiento mixto. Plaza de Oriente,36 - Plaza Ramales,Publicos Municipales,95.04977562880008
95,Aparcamiento mixto. Plaza de Oriente,36 - Plaza Ramales,Residentes,95.04977562880008
96,Aparcamiento mixto. Plaza de Santo Domingo (cerrado),23 - Santo Domingo,Disuasorio,48.59809886755003
97,Aparcamiento mixto. Plaza de Santo Domingo (cerrado),23 - Santo Domingo,Publicos Municipales,48.59809886755003
98,Aparcamiento mixto. Plaza de Santo Domingo (cerrado),23 - Santo Domingo,Publicos Municipales,48.59809886755003
99,Aparcamiento mixto. Plaza de Santo Domingo (cerrado),23 - Santo Domingo,Residentes,48.59809886755003
100,Aparcamiento mixto. Plaza Mayor,31 - Calle Mayor,Disuasorio,55.101082238713744
101,Aparcamiento mixto. Plaza Mayor,31 - Calle Mayor,Publicos Municipales,55.101082238713744
102,Aparcamiento mixto. Plaza Mayor,31 - Calle Mayor,Publicos Municipales,55.101082238713744
103,Aparcamiento mixto. Plaza Mayor,31 - Calle Mayor,Residentes,55.101082238713744
104,Aparcamiento mixto. Presidente Carmona,152 - General Perón 1,Disuasorio,193.9562837491299
105,Aparcamiento mixto. Presidente Carmona,152 - General Perón 1,Publicos Municipales,193.9562837491299
106,Aparcamiento mixto. Presidente Carmona,152 - General Perón 1,Publicos Municipales,193.9562837491299
107,Aparcamiento mixto. Presidente Carmona,152 - General Perón 1,Residentes,193.9562837491299
108,Aparcamiento mixto. Recoletos (cerrado),86 - Cibeles,Disuasorio,260.68078049684163
109,Aparcamiento mixto. Recoletos (cerrado),86 - Cibeles,Publicos Municipales,260.68078049684163
110,Aparcamiento mixto. Recoletos (cerrado),86 - Cibeles,Publicos Municipales,260.68078049684163
111,Aparcamiento mixto. Recoletos (cerrado),86 - Cibeles,Residentes,260.68078049684163
112,Aparcamiento mixto. República Dominicana,160 - Colombia,Disuasorio,181.91543082783053
113,Aparcamiento mixto. República Dominicana,160 - Colombia,Publicos Municipales,181.91543082783053
114,Aparcamiento mixto. República Dominicana,160 - Colombia,Publicos Municipales,181.91543082783053
115,Aparcamiento mixto. República Dominicana,160 - Colombia,Residentes,181.91543082783053
116,Aparcamiento mixto. Reyes Magos,76 - Puerta de Mariano de Cavia,Disuasorio,214.4566346686059
117,Aparcamiento mixto. Reyes Magos,76 - Puerta de Mariano de Cavia,Publicos Municipales,214.4566346686059
118,Aparcamiento mixto. Reyes Magos,76 - Puerta de Mariano de Cavia,Publicos Municipales,214.4566346686059
119,Aparcamiento mixto. Reyes Magos,76 - Puerta de Mariano de Cavia,Residentes,214.4566346686059
120,Aparcamiento mixto. San Cayetano,243 - Cartagena,Disuasorio,78.90167897713306
121,Aparcamiento mixto. San Cayetano,243 - Cartagena,Publicos Municipales,78.90167897713306
122,Aparcamiento mixto. San Cayetano,243 - Cartagena,Publicos Municipales,78.90167897713306
123,Aparcamiento mixto. San Cayetano,243 - Cartagena,Residentes,78.90167897713306
124,Aparcamiento mixto. San Germán II (antes General Yagüe),238 - San Germán 5,Disuasorio,139.89195884321649
125,Aparcamiento mixto. San Germán II (antes General Yagüe),238 - San Germán 5,Publicos Municipales,139.89195884321649
126,Aparcamiento mixto. San Germán II (antes General Yagüe),238 - San Germán 5,Publicos Municipales,139.89195884321649
127,Aparcamiento mixto. San Germán II (antes General Yagüe),238 - San Germán 5,Residentes,139.89195884321649
128,Aparcamiento mixto. Sánchez Bustillo,50 - Museo Reina Sofía,Disuasorio,116.44937873487751
129,Aparcamiento mixto. Sánchez Bustillo,50 - Museo Reina Sofía,Publicos Municipales,116.44937873487751
130,Aparcamiento mixto. Sánchez Bustillo,50 - Museo Reina Sofía,Publicos Municipales,116.44937873487751
131,Aparcamiento mixto. Sánchez Bustillo,50 - Museo Reina Sofía,Residentes,116.44937873487751
132,Aparcamiento mixto. Serrano I,142 - Castellana 42,Disuasorio,246.02957261866268
133,Aparcamiento mixto. Serrano I,142 - Castellana 42,Publicos Municipales,246.02957261866268
134,Aparcamiento mixto. Serrano I,142 - Castellana 42,Publicos Municipales,246.02957261866268
135,Aparcamiento mixto. Serrano I,142 - Castellana 42,Residentes,246.02957261866268
136,Aparcamiento mixto. Serrano II,103 - Ortega y Gasset,Disuasorio,196.9179030059348
137,Aparcamiento mixto. Serrano II,103 - Ortega y Gasset,Publicos Municipales,196.9179030059348
138,Aparcamiento mixto. Serrano II,103 - Ortega y Gasset,Publicos Municipales,196.9179030059348
139,Aparcamiento mixto. Serrano II,103 - Ortega y Gasset,Residentes,196.9179030059348
140,Aparcamiento mixto. Serrano III,93 - Plaza de Colón,Disuasorio,144.9039033119678
141,Aparcamiento mixto. Serrano III,93 - Plaza de Colón,Publicos Municipales,144.9039033119678
142,Aparcamiento mixto. Serrano III,93 - Plaza de Colón,Publicos Municipales,144.9039033119678
143,Aparcamiento mixto. Serrano III,93 - Plaza de Colón,Residentes,144.9039033119678
144,Aparcamiento mixto. Sevilla,28 - Sevilla,Disuasorio,157.81281055111762
145,Aparcamiento mixto. Sevilla,28 - Sevilla,Publicos Municipales,157.81281055111762
146,Aparcamiento mixto. Sevilla,28 - Sevilla,Publicos Municipales,157.81281055111762
147,Aparcamiento mixto. Sevilla,28 - Sevilla,Residentes,157.81281055111762
148,Aparcamiento mixto. Velázquez - Ayala,87 - Ayala,Disuasorio,117.6327932510932
149,Aparcamiento mixto. Velázquez - Ayala,87 - Ayala,Publicos Municipales,117.6327932510932
150,Aparcamiento mixto. Velázquez - Ayala,87 - Ayala,Publicos Municipales,117.6327932510932
151,Aparcamiento mixto. Velázquez - Ayala,87 - Ayala,Residentes,117.6327932510932
152,Aparcamiento mixto. Velázquez - Jorge Juan,90 - General Pardiñas,Disuasorio,96.79410466129646
153,Aparcamiento mixto. Velázquez - Jorge Juan,90 - General Pardiñas,Publicos Municipales,96.79410466129646
154,Aparcamiento mixto. Velázquez - Jorge Juan,90 - General Pardiñas,Publicos Municipales,96.79410466129646
155,Aparcamiento mixto. Velázquez - Jorge Juan,90 - General Pardiñas,Residentes,96.79410466129646
156,Aparcamiento mixto. Verdaguer y García,231 - Derechos Humanos,Disuasorio,87.64367338851844
157,Aparcamiento mixto. Verdaguer y García,231 - Derechos Humanos,Publicos Municipales,87.64367338851844
158,Aparcamiento mixto. Verdaguer y García,231 - Derechos Humanos,Publicos Municipales,87.64367338851844
159,Aparcamiento mixto. Verdaguer y García,231 - Derechos Humanos,Residentes,87.64367338851844
160,Aparcamiento público. Almagro,198 - Rubén Darío,Disuasorio,359.4549313988771
161,Aparcamiento público. Almagro,198 - Rubén Darío,Publicos Municipales,359.4549313988771
162,Aparcamiento público. Auditorio Nacional de Música (Príncipe de Vergara),146 - María Francisca 1,Disuasorio,113.32984476678456
163,Aparcamiento público. Auditorio Nacional de Música (Príncipe de Vergara),146 - María Francisca 1,Publicos Municipales,113.32984476678456
164,Aparcamiento público. Descalzas,25b - Plaza de Celenque B,Disuasorio,91.6433348541495
165,Aparcamiento público. Descalzas,25b - Plaza de Celenque B,Publicos Municipales,91.6433348541495
166,Aparcamiento público. Glorieta Puerta de Toledo,45 - Puerta de Toledo,Disuasorio,124.78369761214782
167,Aparcamiento público. Glorieta Puerta de Toledo,45 - Puerta de Toledo,Publicos Municipales,124.78369761214782
168,Aparcamiento público. Las Cortes,29 - Marqués de Cubas,Disuasorio,68.68226106912992
169,Aparcamiento público. Las Cortes,29 - Marqués de Cubas,Publicos Municipales,68.68226106912992
170,Aparcamiento público. Luna - Tudescos,2 - Miguel Moya,Disuasorio,101.17027947380367
171,Aparcamiento público. Luna - Tudescos,2 - Miguel Moya,Publicos Municipales,101.17027947380367
172,Aparcamiento público. Marqués de Urquijo,117 - Altamirano,Disuasorio,160.03525375896191
173,Aparcamiento público. Marqués de Urquijo,117 - Altamirano,Publicos Municipales,160.03525375896191
174,Aparcamiento público. Mostenses,16 - San Bernardo,Disuasorio,151.32346096756729
175,Aparcamiento público. Mostenses,16 - San Bernardo,Publicos Municipales,151.32346096756729
176,Aparcamiento público. Museo de la Ciudad,146 - María Francisca 1,Disuasorio,83.2444935651548
177,Aparcamiento público. Museo de la Ciudad,146 - María Francisca 1,Publicos Municipales,83.2444935651548
178,Aparcamiento público. Olavide,126 - General Álvarez de Castro,Disuasorio,194.3101462761014
179,Aparcamiento público. Olavide,126 - General Álvarez de Castro,Publicos Municipales,194.3101462761014
180,Aparcamiento público. Plaza de Colón,93 - Plaza de Colón,Disuasorio,87.57180133931968
181,Aparcamiento público. Plaza de Colón,93 - Plaza de Colón,Publicos Municipales,87.57180133931968
182,Aparcamiento público. Plaza de España,116b - Plaza de España B,Disuasorio,125.10707525645276
183,Aparcamiento público. Plaza de España,116b - Plaza de España B,Publicos Municipales,125.10707525645276
184,Aparcamiento público. Plaza de España,116b - Plaza de España B,Publicos Municipales,125.10707525645276
185,Aparcamiento público. Plaza de España,116b - Plaza de España B,Residentes,125.10707525645276
186,Aparcamiento público. Plaza del Carmen (cerrado),56 - Plaza del Carmen ,Disuasorio,20.692881294479943
187,Aparcamiento público. Plaza del Carmen (cerrado),56 - Plaza del Carmen ,Publicos Municipales,20.692881294479943
188,Aparcamiento público. Plaza del Rey,20a - Banco de España A,Disuasorio,115.64003077219114
189,Aparcamiento público. Plaza del Rey,20a - Banco de España A,Publicos Municipales,115.64003077219114
190,Aparcamiento público. Santa Ana,52 - Plaza de Santa Ana,Disuasorio,54.609597166262496
191,Aparcamiento público. Santa Ana,52 - Plaza de Santa Ana,Publicos Municipales,54.609597166262496
192,Aparcamiento público. Usera,222 - Antonio López,Disuasorio,675.3291355937121
193,Aparcamiento público. Usera,222 - Antonio López,Publicos Municipales,675.3291355937121
194,Aparcamiento público. Velázquez - Juan Bravo,88 - Embajada de Italia,Disuasorio,82.37736004252442
195,Aparcamiento público. Velázquez - Juan Bravo,88 - Embajada de Italia,Publicos Municipales,82.37736004252442
196,Aparcamiento público. Villa de París,10 - Marqués de la Ensenada,Disuasorio,22.50365979567973
197,Aparcamiento público. Villa de París,10 - Marqués de la Ensenada,Publicos Municipales,22.50365979567973
198,Aparcamiento para residentes del Centro Polivalente Barceló,54 - Barceló,Publicos Municipales,78.49686708954485
199,Aparcamiento para residentes del Centro Polivalente Barceló,54 - Barceló,Residentes,78.49686708954485
200,Aparcamiento para residentes.  Ginzo de Limia,217 - Pedro Rico,Publicos Municipales,1570.0175607182746
201,Aparcamiento para residentes.  Ginzo de Limia,217 - Pedro Rico,Residentes,1570.0175607182746
202,Aparcamiento para residentes.  Valderromán,239 - Francos Rodríguez,Publicos Municipales,2170.92534604252
203,Aparcamiento para residentes.  Valderromán,239 - Francos Rodríguez,Residentes,2170.92534604252
204,Aparcamiento para residentes. Aguilar de Campóo,239 - Francos Rodríguez,Publicos Municipales,1554.352397536213
205,Aparcamiento para residentes. Aguilar de Campóo,239 - Francos Rodríguez,Residentes,1554.352397536213
206,Aparcamiento para residentes. Aguilón,175 - Jaime el Conquistador,Publicos Municipales,283.0651429204154
207,Aparcamiento para residentes. Aguilón,175 - Jaime el Conquistador,Residentes,283.0651429204154
208,Aparcamiento para residentes. Agustín Lara,44 - Plaza de Nelson Mandela,Publicos Municipales,231.38090491627835
209,Aparcamiento para residentes. Agustín Lara,44 - Plaza de Nelson Mandela,Residentes,231.38090491627835
210,Aparcamiento para residentes. Alameda (cerrado),67 - Almadén,Publicos Municipales,101.52428970479193
211,Aparcamiento para residentes. Alameda (cerrado),67 - Almadén,Residentes,101.52428970479193
212,Aparcamiento para residentes. Alcalde Sáinz de Baranda,72 - Sainz de Baranda,Publicos Municipales,167.50911968313193
213,Aparcamiento para residentes. Alcalde Sáinz de Baranda,72 - Sainz de Baranda,Residentes,167.50911968313193
214,Aparcamiento para residentes. Alcántara,44 - Plaza de Nelson Mandela,Publicos Municipales,231.38090491627835
215,Aparcamiento para residentes. Alcántara,44 - Plaza de Nelson Mandela,Residentes,231.38090491627835
216,Aparcamiento para residentes. Alcazaba,207 - Remonta,Publicos Municipales,1288.3807880417523
217,Aparcamiento para residentes. Alcazaba,207 - Remonta,Residentes,1288.3807880417523
218,Aparcamiento para residentes. Alonso Cano,129 - José Abascal,Publicos Municipales,169.42438373314798
219,Aparcamiento para residentes. Alonso Cano,129 - José Abascal,Residentes,169.42438373314798
220,Aparcamiento para residentes. Altos de Lillo,221 - Pavones,Publicos Municipales,3317.97411121628
221,Aparcamiento para residentes. Altos de Lillo,221 - Pavones,Residentes,3317.97411121628
222,Aparcamiento para residentes. Aluche,224 - Caramuel,Publicos Municipales,3845.492462894523
223,Aparcamiento para residentes. Aluche,224 - Caramuel,Residentes,3845.492462894523
224,Aparcamiento para residentes. América Española,187 - Alcalá-Ventas,Publicos Municipales,247.20368492863324
225,Aparcamiento para residentes. América Española,187 - Alcalá-Ventas,Residentes,247.20368492863324
